"Mun" "Num_Mun" "R-U" "Grado" "Gen" "Nom" "Muj" "Situ" "Edad" "Etnia" "Disc" "Cosina" "Pintura" "Aseo" "Ropa" "Jardineria" "ID"
"13" "051" "ARATOCA" "URBANA" "10" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 13 1 1 0 0 0
"14" "051" "ARATOCA" "URBANA" "10" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 14 0 1 0 0 1
"15" "051" "ARATOCA" "URBANA" "10" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 15 0 0 1 0 0
"16" "051" "ARATOCA" "URBANA" "2" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 16 1 0 1 1 0
"17" "051" "ARATOCA" "URBANA" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 17 0 0 1 0 1
"18" "051" "ARATOCA" "URBANA" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 18 1 1 1 1 0
"19" "051" "ARATOCA" "URBANA" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 19 1 1 1 0 1
"20" "051" "ARATOCA" "URBANA" "6" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 20 1 1 1 1 0
"21" "051" "ARATOCA" "URBANA" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 21 1 1 1 1 0
"22" "051" "ARATOCA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 22 0 1 1 1 0
"23" "051" "ARATOCA" "URBANA" "9" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 23 1 1 0 0 0
"24" "051" "ARATOCA" "URBANA" "23" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 24 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 24 1 1 1 1 1
"25" "051" "ARATOCA" "URBANA" "24" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 21 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 25 0 0 0 0 1
"26" "051" "ARATOCA" "RURAL" "10" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 26 0 0 0 1 1
"27" "051" "ARATOCA" "RURAL" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 27 1 0 1 1 0
"28" "051" "ARATOCA" "RURAL" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 28 0 0 1 1 1
"29" "051" "ARATOCA" "RURAL" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 19 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 29 1 1 1 0 1
"30" "051" "ARATOCA" "RURAL" "0" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 6 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 30 1 0 0 1 0
"31" "051" "ARATOCA" "RURAL" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 31 1 1 0 0 1
"32" "051" "ARATOCA" "RURAL" "3" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 32 0 0 1 0 1
"33" "077" "BARBOSA" "URBANA" "10" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 33 0 0 1 1 0
"34" "077" "BARBOSA" "URBANA" "10" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 34 1 0 0 1 1
"35" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 35 1 0 0 1 0
"36" "077" "BARBOSA" "URBANA" "11" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 36 1 0 0 0 0
"37" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "PSICOSOCIAL" 37 1 1 0 0 0
"38" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 19 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 38 1 0 0 1 1
"39" "077" "BARBOSA" "URBANA" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "DEFICIENCIA COGNITIVA" 39 1 0 1 1 1
"40" "077" "BARBOSA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "PSICOSOCIAL" 40 1 0 0 1 0
"41" "077" "BARBOSA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "EBERA CHAMI" "NO TIENE DISCAPACIDAD" 41 1 0 1 0 0
"42" "077" "BARBOSA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 42 0 1 1 0 0
"43" "077" "BARBOSA" "URBANA" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 43 1 0 1 0 1
"44" "077" "BARBOSA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 44 0 1 0 1 1
"45" "077" "BARBOSA" "URBANA" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 45 0 0 1 1 0
"46" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 46 1 0 0 0 1
"47" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 47 0 1 1 0 0
"48" "077" "BARBOSA" "URBANA" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 48 0 0 1 1 1
"49" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 49 1 1 0 1 0
"50" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 50 0 0 0 1 0
"51" "077" "BARBOSA" "URBANA" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 51 0 1 1 1 0
"52" "077" "BARBOSA" "URBANA" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 52 0 0 1 0 0
"53" "077" "BARBOSA" "URBANA" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 53 0 0 1 0 1
"54" "077" "BARBOSA" "URBANA" "9" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 54 0 0 1 0 0
"55" "077" "BARBOSA" "URBANA" "9" "M" 1 0 "HIJOS DE ADULTOS DESMOVILIZADO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 55 1 1 0 0 0
"56" "077" "BARBOSA" "URBANA" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 56 1 0 0 0 0
"57" "077" "BARBOSA" "URBANA" "6" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 57 0 1 0 0 0
"58" "077" "BARBOSA" "URBANA" "6" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 58 1 1 1 1 0
"59" "077" "BARBOSA" "URBANA" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 59 0 1 0 1 0
"60" "077" "BARBOSA" "URBANA" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 60 0 0 1 1 0
"61" "077" "BARBOSA" "URBANA" "8" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 61 0 0 0 1 0
"62" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 62 1 0 0 0 0
"63" "077" "BARBOSA" "URBANA" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 63 0 1 1 1 0
"64" "077" "BARBOSA" "URBANA" "9" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 64 1 0 1 1 0
"65" "077" "BARBOSA" "URBANA" "9" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 65 0 1 1 1 0
"66" "077" "BARBOSA" "URBANA" "9" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 66 0 1 0 1 0
"67" "077" "BARBOSA" "URBANA" "9" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 67 0 1 1 0 1
"68" "077" "BARBOSA" "URBANA" "10" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 68 1 1 1 0 0
"69" "077" "BARBOSA" "URBANA" "10" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 69 1 1 0 1 0
"70" "077" "BARBOSA" "URBANA" "10" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 70 0 0 1 0 1
"71" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 71 1 1 1 1 0
"72" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 72 1 0 1 0 1
"73" "077" "BARBOSA" "URBANA" "11" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 19 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 73 0 1 1 0 0
"74" "077" "BARBOSA" "URBANA" "1" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 7 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 74 0 1 1 0 1
"75" "077" "BARBOSA" "URBANA" "2" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 75 1 1 0 0 0
"76" "077" "BARBOSA" "URBANA" "2" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 76 1 1 1 0 1
"77" "077" "BARBOSA" "URBANA" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 77 1 1 1 1 0
"78" "077" "BARBOSA" "URBANA" "4" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 9 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 78 1 0 0 0 0
"79" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 79 1 0 0 1 0
"80" "077" "BARBOSA" "URBANA" "0" "F" 0 1 "HIJOS DE ADULTOS DESMOVILIZADO" 5 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 80 1 1 1 1 0
"81" "077" "BARBOSA" "URBANA" "0" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 7 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 81 1 1 0 1 0
"82" "077" "BARBOSA" "URBANA" "2" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 9 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 82 0 1 1 0 0
"83" "077" "BARBOSA" "URBANA" "4" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 83 1 0 0 1 1
"84" "077" "BARBOSA" "URBANA" "5" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 84 1 1 1 1 1
"85" "077" "BARBOSA" "URBANA" "5" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 85 0 0 1 1 0
"86" "077" "BARBOSA" "URBANA" "24" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 86 1 1 0 0 1
"87" "077" "BARBOSA" "URBANA" "1" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 7 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 87 0 1 1 1 1
"88" "077" "BARBOSA" "URBANA" "1" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 7 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 88 0 1 0 1 1
"89" "077" "BARBOSA" "URBANA" "2" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 7 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 89 1 1 1 0 0
"90" "077" "BARBOSA" "URBANA" "3" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 90 1 0 1 1 0
"91" "077" "BARBOSA" "URBANA" "4" "F" 0 1 "VICTIMAS DE MINAS" 9 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 91 0 0 0 0 1
"92" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 92 0 0 0 0 1
"93" "077" "BARBOSA" "URBANA" "5" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 93 0 1 0 0 1
"94" "077" "BARBOSA" "URBANA" "1" "M" 1 0 "HIJOS DE ADULTOS DESMOVILIZADO" 6 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 94 1 0 1 1 0
"95" "077" "BARBOSA" "URBANA" "0" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 5 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 95 1 1 1 0 1
"96" "077" "BARBOSA" "URBANA" "3" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 9 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 96 0 1 0 1 0
"97" "077" "BARBOSA" "URBANA" "3" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 9 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 97 1 1 1 1 0
"98" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 98 1 0 1 0 1
"99" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 99 0 1 1 0 0
"100" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 100 1 1 1 1 1
"101" "077" "BARBOSA" "RURAL" "3" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 8 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 101 0 0 1 1 1
"102" "077" "BARBOSA" "RURAL" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 102 1 0 1 0 0
"103" "077" "BARBOSA" "RURAL" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 103 1 0 0 0 1
"104" "077" "BARBOSA" "RURAL" "4" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 104 1 0 1 0 0
"105" "077" "BARBOSA" "RURAL" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 105 0 0 0 0 1
"106" "077" "BARBOSA" "RURAL" "4" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 106 0 1 1 0 0
"107" "077" "BARBOSA" "RURAL" "5" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 107 1 1 0 1 1
"108" "077" "BARBOSA" "RURAL" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 11 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 108 0 1 0 1 1
"109" "077" "BARBOSA" "RURAL" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 109 0 1 1 1 1
"110" "077" "BARBOSA" "RURAL" "6" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 12 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 110 1 0 0 1 0
"111" "077" "BARBOSA" "RURAL" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 111 0 1 1 0 0
"112" "077" "BARBOSA" "RURAL" "7" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 112 0 0 0 1 1
"113" "077" "BARBOSA" "RURAL" "7" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 13 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 113 0 0 0 0 0
"114" "077" "BARBOSA" "RURAL" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 114 0 1 0 0 1
"115" "077" "BARBOSA" "RURAL" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 115 0 0 0 1 0
"116" "077" "BARBOSA" "RURAL" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 116 0 0 1 0 1
"117" "077" "BARBOSA" "RURAL" "8" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 14 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 117 0 0 0 1 1
"118" "077" "BARBOSA" "RURAL" "1" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 6 "EBERA CHAMI" "NO TIENE DISCAPACIDAD" 118 0 0 1 1 1
"119" "077" "BARBOSA" "RURAL" "3" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 8 "EMBERA" "NO TIENE DISCAPACIDAD" 119 0 1 0 1 1
"120" "077" "BARBOSA" "URBANA" "5" "M" 1 0 "DESVINCULADOS DE GRUPOS ARMADO" 10 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 120 1 0 1 1 0
"121" "077" "BARBOSA" "URBANA" "26" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 17 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 121 0 0 1 1 0
"122" "077" "BARBOSA" "URBANA" "26" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 122 0 0 0 0 1
"123" "077" "BARBOSA" "URBANA" "26" "F" 0 1 "EN SITUACION DE DESPLAZAMIENTO" 16 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 123 1 1 0 1 1
"124" "077" "BARBOSA" "URBANA" "23" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NEGRITUDES" "NO TIENE DISCAPACIDAD" 124 1 0 0 1 1
"125" "077" "BARBOSA" "URBANA" "23" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 15 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 125 0 1 1 1 0
"126" "077" "BARBOSA" "URBANA" "23" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 126 1 0 0 0 1
"127" "077" "BARBOSA" "URBANA" "24" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 127 1 0 1 0 0
"128" "077" "BARBOSA" "URBANA" "24" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 128 0 0 1 1 1
"129" "077" "BARBOSA" "URBANA" "24" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 129 1 0 1 0 0
"130" "077" "BARBOSA" "URBANA" "26" "M" 1 0 "EN SITUACION DE DESPLAZAMIENTO" 18 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 130 1 0 0 1 1
"131" "077" "BARBOSA" "RURAL" "24" "M" 1 0 "DESVINCULADOS DE GRUPOS ARMADO" 26 "NINGUN GRUPO ETNICO" "NO TIENE DISCAPACIDAD" 131 1 0 0 1 1
